,text,score,time
0,Empty,Empty,2024-05-29_13-05-20
1,Empty,Empty,2024-05-29_13-06-53
2,Empty,Empty,2024-05-29_13-06-57
3,Empty,Empty,2024-05-29_13-07-01
4,Empty,Empty,2024-05-29_13-07-04
5,Empty,Empty,2024-05-29_13-07-06
6,Empty,Empty,2024-05-29_13-08-04
7,Empty,Empty,2024-05-29_13-08-18
8,Empty,Empty,2024-05-29_13-08-19
